"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-23",,,"0.12",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-24",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-25",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-26",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-27",,,"0.71",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-28",,,"0.42",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-29",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-06-30",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-01",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-02",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-03",,,"0.02",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-04",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-05",,,"0.08",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-06",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-07",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-08",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-09",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-10",,,"0.07",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-11",,,"0.57",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-12",,,"0.08",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-13",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-14",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-15",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-16",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-17",,,"0.05",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-18",,,"0.07",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-19",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-20",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-21",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-22",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-23",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-24",,,"0.02",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-25",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-26",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-27",,,"0.02",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-28",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-29",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-30",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-07-31",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-01",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-02",,,"0.06",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-03",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-04",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-05",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-06",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-07",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-08",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-09",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-10",,,"0.02",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-11",,,"0.08",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-12",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-13",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-14",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-15",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-16",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-17",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-18",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-19",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-20",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-21",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-22",,,"0.17",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-23",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-24",,,"0.16",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-25",,,"0.04",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-26",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-27",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-28",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-29",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-30",,,"0.26",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-08-31",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-01",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-02",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-03",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-04",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-05",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-06",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-07",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-08",,,"0.48",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-09",,,"0.13",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-10",,,"0.19",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-11",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-18","    7","2.18",,,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-19",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-20",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-21",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-22",,,"0.12",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-23",,,"0.18",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-24",,,"0.17",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-25",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-26",,,"0.58",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-27",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-28",,,"0.69",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-29",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-09-30",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-01",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-02",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-03",,,"0.01",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-04",,,"0.06",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-05",,,"0.30",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-06",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-07",,,"0.27",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-08",,,"0.20",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-09",,,"0.28",,,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-10",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-11",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-12",,,"0.00","0.0",,,,
"US1WAWC0019","BELLINGHAM 2.4 SW, WA US","48.7158","-122.499","32.0","2019-10-13",,,"0.02",,,,,
